iter	Logloss
0	0.5484055176
1	0.4376420288
2	0.3480087891
3	0.2809436035
4	0.2302905579
5	0.1915502014
6	0.1616100006
7	0.1380115356
8	0.1228239059
9	0.1106850052
10	0.09770195007
11	0.08736309052
12	0.07933883667
13	0.07308233643
14	0.06811122131
15	0.06393333054
16	0.05892726517
17	0.05510996246
18	0.05180240631
19	0.04961289215
20	0.04698360825
21	0.04505207062
22	0.04311893463
23	0.04153396225
24	0.04035438156
25	0.0391419754
26	0.03814649582
27	0.03721367645
28	0.03626908112
29	0.03558145142
30	0.03491477966
31	0.03436307526
32	0.03342167664
33	0.03292697144
34	0.03230115128
35	0.03171298599
36	0.03119897079
37	0.03081835937
38	0.03031208038
39	0.02964453125
40	0.02917364883
41	0.02894377518
42	0.02852755737
43	0.02823856926
44	0.02788047409
45	0.02747015762
46	0.02713656998
47	0.02667116165
48	0.02624886703
49	0.02588169861
50	0.02550145912
51	0.02523347092
52	0.0248345623
53	0.02421586037
54	0.02395789719
55	0.02346751404
56	0.02324864769
57	0.0229246788
58	0.0226010952
59	0.02240462494
60	0.0222202034
61	0.02190536499
62	0.02166237259
63	0.02134013176
64	0.02118478584
65	0.02084215164
66	0.02055713654
67	0.02034181404
68	0.02010281944
69	0.01985756302
70	0.0196746006
71	0.01953974152
72	0.01933927536
73	0.0190969696
74	0.01900255203
75	0.01887897491
76	0.01864800262
77	0.01849678802
78	0.0182881279
79	0.01804769325
80	0.01796170807
81	0.01782689667
82	0.01760748672
83	0.01742262268
84	0.01730895233
85	0.0171541481
86	0.01697911072
87	0.0168018074
88	0.01668967056
89	0.01645993423
90	0.0163440609
91	0.01618596649
92	0.01594823074
93	0.01573814964
94	0.01555205154
95	0.01536779881
96	0.01520332241
97	0.01504472923
98	0.01478529167
99	0.01471767426
100	0.01449251556
101	0.01438693237
102	0.01430996037
103	0.01423197079
104	0.01412905598
105	0.01402081966
106	0.01391348362
107	0.01369425392
108	0.01352089405
109	0.0133966713
110	0.01330633259
111	0.01321431541
112	0.01312278557
113	0.01295650768
114	0.01282447433
115	0.01266889954
116	0.01258944893
117	0.01251826096
118	0.01244645119
119	0.01233570766
120	0.01224546051
121	0.01212214279
122	0.01198098469
123	0.01188590336
124	0.0118271246
125	0.01168960285
126	0.01157347107
127	0.01150549793
128	0.01137743282
129	0.01128574181
130	0.0112285347
131	0.01112865257
132	0.01100959015
133	0.01093620777
134	0.01085971069
135	0.0108072958
136	0.01074118233
137	0.01062044907
138	0.01056493282
139	0.01049905586
140	0.01043117714
141	0.01034649277
142	0.01026517487
143	0.01020775223
144	0.01013195801
145	0.01002412796
146	0.009909882545
147	0.009869339943
148	0.009784331322
149	0.009748125076
150	0.009682832718
151	0.009618719101
152	0.00952623558
153	0.009436501503
154	0.009369403839
155	0.009318115234
156	0.00922359848
157	0.009095692635
158	0.00903845787
159	0.008990564346
160	0.008932722092
161	0.008853240967
162	0.008779867172
163	0.008733701706
164	0.008680153847
165	0.008565680504
166	0.008479913712
167	0.008437515259
168	0.008379853249
169	0.00830309391
170	0.00825753212
171	0.008196552277
172	0.008166125298
173	0.008102239609
174	0.00801184845
175	0.007940423965
176	0.0078791008
177	0.007803382874
178	0.007722988605
179	0.007611825943
180	0.007542683601
181	0.007467625618
182	0.007431562424
183	0.00737644434
184	0.007314057827
185	0.007256653786
186	0.00722956562
187	0.007178357124
188	0.007099432945
189	0.007033898354
190	0.006964012623
191	0.006897665977
192	0.006792616367
193	0.006741467476
194	0.006701809883
195	0.006633226395
196	0.006583959103
197	0.006504461288
198	0.006468389988
199	0.006422206402
200	0.006365651608
201	0.006339522362
202	0.006291474342
203	0.006258271217
204	0.006227365494
205	0.006173023224
206	0.006110898972
207	0.00608088398
208	0.00603546524
209	0.005995938301
210	0.005970008373
211	0.005929842949
212	0.00586750412
213	0.00584118557
214	0.005815320969
215	0.005786219597
216	0.005738332272
217	0.005705364227
218	0.005647594452
219	0.005586292267
220	0.005543951035
221	0.005492361069
222	0.005430846214
223	0.005410235405
224	0.005373511314
225	0.00535470295
226	0.005317097664
227	0.00527380228
228	0.005231780052
229	0.005205785751
230	0.005175358772
231	0.005139408588
232	0.00511135006
233	0.005073699951
234	0.005031208515
235	0.004986230373
236	0.00496045351
237	0.004919071198
238	0.004901277065
239	0.004867474556
240	0.004822827339
241	0.004801680565
242	0.00477302742
243	0.004740304947
244	0.004699132919
245	0.004675706863
246	0.004629628181
247	0.004572455406
248	0.004545609474
249	0.004530614853
250	0.004480651855
251	0.004450127602
252	0.00440171051
253	0.004363246441
254	0.00430209589
255	0.004264431953
256	0.004222617149
257	0.004196616173
258	0.004147837162
259	0.004132618427
260	0.004090456009
261	0.004068053722
262	0.004035059929
263	0.00401111269
264	0.00397887373
265	0.003937473536
266	0.003909729958
267	0.003874449968
268	0.003842751026
269	0.003812038422
270	0.003790523291
271	0.00374857235
272	0.003713185549
273	0.003684335709
274	0.003645380497
275	0.003626863718
276	0.003603717089
277	0.003577234268
278	0.003541525364
279	0.003522895575
280	0.003500760078
281	0.00348747015
282	0.003464665174
283	0.003432701111
284	0.003410737038
285	0.003395956516
286	0.003369390011
287	0.003351974487
288	0.003335821867
289	0.003307304859
290	0.003278820992
291	0.00325012207
292	0.003226480961
293	0.003214272976
294	0.003196446896
295	0.003172560215
296	0.003155115366
297	0.003132922888
298	0.003115614176
299	0.003088418484
300	0.003063950539
301	0.0030480299
302	0.003028928041
303	0.003019034386
304	0.002999676228
305	0.002978889465
306	0.002963963747
307	0.002950727463
308	0.002931901217
309	0.00290803957
310	0.002892925501
311	0.002869399071
312	0.002848901272
313	0.00282570672
314	0.002818328857
315	0.002803920984
316	0.002789708614
317	0.0027701087
318	0.002755975485
319	0.002735935688
320	0.002725739956
321	0.002706557751
322	0.002692938566
323	0.002683130026
324	0.002664763927
325	0.002652104378
326	0.002638831854
327	0.002629021168
328	0.002616894722
329	0.002603357792
330	0.002585861444
331	0.002574920416
332	0.002559597969
333	0.00254019475
334	0.002525164604
335	0.002507801533
336	0.002490781307
337	0.002480766773
338	0.002462111235
339	0.002446861982
340	0.002436480761
341	0.002431030035
342	0.002414130688
343	0.002401061535
344	0.002386174202
345	0.002364795923
346	0.002347992897
347	0.002338434935
348	0.002323362827
349	0.002309966564
350	0.002299274445
351	0.002276222706
352	0.002265353441
353	0.002250821829
354	0.002243828773
355	0.002229053974
356	0.00221847415
357	0.002203198671
358	0.002194560289
359	0.002187256098
360	0.002182061672
361	0.002163378
362	0.002155546188
363	0.002143051147
364	0.002132745743
365	0.002125609636
366	0.002115403652
367	0.002109986544
368	0.002102335215
369	0.00208974123
370	0.002084690332
371	0.002073429823
372	0.002066103935
373	0.002060242414
374	0.002051545143
375	0.002038064241
376	0.002024594784
377	0.00201402688
378	0.002006072521
379	0.002000251532
380	0.001986577988
381	0.001981487751
382	0.001975653768
383	0.001964102983
384	0.001955000401
385	0.001948972106
386	0.001943735957
387	0.001932884216
388	0.001922560453
389	0.001918094158
390	0.001909759045
391	0.001905610681
392	0.001898371339
393	0.001889109731
394	0.001877444983
395	0.001868463755
396	0.001859537482
397	0.001849734068
398	0.00184479785
399	0.001836457491
400	0.001827614188
401	0.00182305491
402	0.001815521717
403	0.001808638811
404	0.001796710491
405	0.001782144785
406	0.001774745464
407	0.001759790182
408	0.001752826452
409	0.001743953466
410	0.00173510623
411	0.001727659225
412	0.001721214056
413	0.001713802457
414	0.001705532789
415	0.001698218107
416	0.00168571949
417	0.001680130601
418	0.001669589043
419	0.001660986423
420	0.001655899048
421	0.001649546504
422	0.001639120817
423	0.001625808239
424	0.00161230886
425	0.001603221178
426	0.001595490098
427	0.001589762807
428	0.001583726645
429	0.001577165127
430	0.001570094824
431	0.001562978745
432	0.001555886984
433	0.001547533274
434	0.001544341564
435	0.001537499189
436	0.001526019454
437	0.001518435478
438	0.001512067199
439	0.001506153107
440	0.001501631856
441	0.001496526718
442	0.001493625522
443	0.001481192589
444	0.001476368904
445	0.001473188162
446	0.001465281248
447	0.001461323738
448	0.001451393604
449	0.001444590569
450	0.001437548876
451	0.001429537773
452	0.001425393343
453	0.001416736245
454	0.001410140157
455	0.001400480509
456	0.001397066951
457	0.001389275432
458	0.00138200438
459	0.001377751112
460	0.001372342229
461	0.001365745544
462	0.001360824823
463	0.001355136037
464	0.001347187519
465	0.001341032624
466	0.001337731957
467	0.001334120631
468	0.001330026507
469	0.001324990749
470	0.001315343142
471	0.001309462309
472	0.00130577755
473	0.001300974607
474	0.001296973705
475	0.001287297845
476	0.001280367374
477	0.001273574829
478	0.001270172715
479	0.001263075113
480	0.001258738399
481	0.001255555034
482	0.001246483684
483	0.001240445495
484	0.001236641645
485	0.001233718514
486	0.001229246616
487	0.001226490259
488	0.00122206068
489	0.001218510628
490	0.00121245575
491	0.001205164433
492	0.001201832056
493	0.001197796106
494	0.001193104267
495	0.001189467549
496	0.001185285449
497	0.001183522463
498	0.001181042433
499	0.001178101063
500	0.00117393136
501	0.00116891849
502	0.001167319179
503	0.00116113627
504	0.001156502247
505	0.001153296828
506	0.00114894557
507	0.00114653182
508	0.001140846968
509	0.001137096643
